"Date","Day","State","County","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-04-01,15,"Colorado","Weld",255,12,324492,0.00078584,0.00003698
2020-04-02,16,"Colorado","Weld",293,13,324492,0.00090295,0.00004006
2020-04-03,17,"Colorado","Weld",329,16,324492,0.00101389,0.00004931
2020-03-18,0,"Connecticut","Fairfield",69,1,943332,0.00007314,0.00000106
2020-03-19,1,"Connecticut","Fairfield",102,3,943332,0.00010813,0.00000318
2020-03-20,2,"Connecticut","Fairfield",122,4,943332,0.00012933,0.00000424
2020-03-21,3,"Connecticut","Fairfield",122,4,943332,0.00012933,0.00000424
2020-03-22,4,"Connecticut","Fairfield",208,5,943332,0.0002205,0.0000053
2020-03-23,5,"Connecticut","Fairfield",270,6,943332,0.00028622,0.00000636
2020-03-24,6,"Connecticut","Fairfield",384,7,943332,0.00040707,0.00000742
2020-03-25,7,"Connecticut","Fairfield",546,12,943332,0.0005788,0.00001272
2020-03-26,8,"Connecticut","Fairfield",607,13,943332,0.00064346,0.00001378
2020-03-27,9,"Connecticut","Fairfield",752,15,943332,0.00079717,0.0000159
2020-03-28,10,"Connecticut","Fairfield",908,20,943332,0.00096255,0.0000212
2020-03-29,11,"Connecticut","Fairfield",1245,21,943332,0.00131979,0.00002226
2020-03-30,12,"Connecticut","Fairfield",1445,21,943332,0.0015318,0.00002226
2020-03-31,13,"Connecticut","Fairfield",1870,38,943332,0.00198233,0.00004028
2020-04-01,14,"Connecticut","Fairfield",1986,46,943332,0.0021053,0.00004876
2020-04-02,15,"Connecticut","Fairfield",2132,65,943332,0.00226007,0.0000689
2020-04-03,16,"Connecticut","Fairfield",2716,75,943332,0.00287916,0.00007951
2020-03-22,0,"Connecticut","Hartford",54,1,891720,0.00006056,0.00000112
2020-03-23,1,"Connecticut","Hartford",61,2,891720,0.00006841,0.00000224
2020-03-24,2,"Connecticut","Hartford",88,2,891720,0.00009869,0.00000224
2020-03-25,3,"Connecticut","Hartford",116,2,891720,0.00013009,0.00000224
2020-03-26,4,"Connecticut","Hartford",138,2,891720,0.00015476,0.00000224
2020-03-27,5,"Connecticut","Hartford",189,2,891720,0.00021195,0.00000224
2020-03-28,6,"Connecticut","Hartford",228,2,891720,0.00025569,0.00000224
2020-03-29,7,"Connecticut","Hartford",276,2,891720,0.00030951,0.00000224
2020-03-30,8,"Connecticut","Hartford",330,3,891720,0.00037007,0.00000336
2020-03-31,9,"Connecticut","Hartford",393,7,891720,0.00044072,0.00000785
2020-04-01,10,"Connecticut","Hartford",469,11,891720,0.00052595,0.00001234
2020-04-02,11,"Connecticut","Hartford",539,13,891720,0.00060445,0.00001458
2020-04-03,12,"Connecticut","Hartford",679,18,891720,0.00076145,0.00002019
2020-03-30,0,"Connecticut","Litchfield",113,1,180333,0.00062662,0.00000555
2020-03-31,1,"Connecticut","Litchfield",121,1,180333,0.00067098,0.00000555
2020-04-01,2,"Connecticut","Litchfield",131,1,180333,0.00072643,0.00000555
2020-04-02,3,"Connecticut","Litchfield",141,2,180333,0.00078189,0.00001109
2020-04-03,4,"Connecticut","Litchfield",173,4,180333,0.00095934,0.00002218
2020-03-26,0,"Connecticut","Middlesex",18,1,162436,0.00011081,0.00000616
2020-03-27,1,"Connecticut","Middlesex",25,1,162436,0.00015391,0.00000616
2020-03-28,2,"Connecticut","Middlesex",28,1,162436,0.00017238,0.00000616
2020-03-29,3,"Connecticut","Middlesex",38,1,162436,0.00023394,0.00000616
2020-03-30,4,"Connecticut","Middlesex",50,1,162436,0.00030781,0.00000616
2020-03-31,5,"Connecticut","Middlesex",56,1,162436,0.00034475,0.00000616
2020-04-01,6,"Connecticut","Middlesex",66,2,162436,0.00040631,0.00001231
2020-04-02,7,"Connecticut","Middlesex",74,3,162436,0.00045556,0.00001847
2020-04-03,8,"Connecticut","Middlesex",91,2,162436,0.00056022,0.00001231
2020-03-25,0,"Connecticut","New Haven",127,2,854757,0.00014858,0.00000234
2020-03-26,1,"Connecticut","New Haven",156,2,854757,0.00018251,0.00000234
2020-03-27,2,"Connecticut","New Haven",222,6,854757,0.00025972,0.00000702
2020-03-28,3,"Connecticut","New Haven",236,6,854757,0.0002761,0.00000702
2020-03-29,4,"Connecticut","New Haven",280,6,854757,0.00032758,0.00000702
2020-03-30,5,"Connecticut","New Haven",373,6,854757,0.00043638,0.00000702
2020-03-31,6,"Connecticut","New Haven",517,12,854757,0.00060485,0.00001404
2020-04-01,7,"Connecticut","New Haven",611,15,854757,0.00071482,0.00001755
2020-04-02,8,"Connecticut","New Haven",647,17,854757,0.00075694,0.00001989
2020-04-03,9,"Connecticut","New Haven",891,18,854757,0.0010424,0.00002106
2020-03-31,0,"Connecticut","New London",27,1,265206,0.00010181,0.00000377
2020-04-01,1,"Connecticut","New London",29,1,265206,0.00010935,0.00000377
2020-04-02,2,"Connecticut","New London",29,1,265206,0.00010935,0.00000377
2020-04-03,3,"Connecticut","New London",40,3,265206,0.00015083,0.00001131
2020-03-22,0,"Connecticut","Tolland",14,2,150721,0.00009289,0.00001327
2020-03-23,1,"Connecticut","Tolland",16,2,150721,0.00010616,0.00001327
2020-03-24,2,"Connecticut","Tolland",19,3,150721,0.00012606,0.0000199
2020-03-25,3,"Connecticut","Tolland",27,3,150721,0.00017914,0.0000199
2020-03-26,4,"Connecticut","Tolland",33,3,150721,0.00021895,0.0000199
2020-03-27,5,"Connecticut","Tolland",33,3,150721,0.00021895,0.0000199
2020-03-28,6,"Connecticut","Tolland",37,4,150721,0.00024549,0.00002654
2020-03-29,7,"Connecticut","Tolland",40,4,150721,0.00026539,0.00002654
2020-03-30,8,"Connecticut","Tolland",50,4,150721,0.00033174,0.00002654
2020-03-31,9,"Connecticut","Tolland",56,7,150721,0.00037155,0.00004644
2020-04-01,10,"Connecticut","Tolland",61,7,150721,0.00040472,0.00004644
2020-04-02,11,"Connecticut","Tolland",67,10,150721,0.00044453,0.00006635
2020-04-03,12,"Connecticut","Tolland",79,10,150721,0.00052415,0.00006635
2020-03-31,0,"Connecticut","Unassigned",77,2,0,Inf,Inf
2020-04-01,1,"Connecticut","Unassigned",185,2,0,Inf,Inf
2020-04-02,2,"Connecticut","Unassigned",174,1,0,Inf,Inf
2020-04-03,3,"Connecticut","Unassigned",218,1,0,Inf,Inf
2020-03-28,0,"Delaware","Kent",25,2,180786,0.00013829,0.00001106
2020-03-29,1,"Delaware","Kent",25,3,180786,0.00013829,0.00001659
2020-03-30,2,"Delaware","Kent",27,3,180786,0.00014935,0.00001659
2020-03-31,3,"Delaware","Kent",34,3,180786,0.00018807,0.00001659
2020-04-01,4,"Delaware","Kent",41,3,180786,0.00022679,0.00001659
2020-04-02,5,"Delaware","Kent",43,2,180786,0.00023785,0.00001106
2020-04-03,6,"Delaware","Kent",54,2,180786,0.0002987,0.00001106
2020-03-28,0,"Delaware","New Castle",130,2,558753,0.00023266,0.00000358
2020-03-29,1,"Delaware","New Castle",141,2,558753,0.00025235,0.00000358
2020-03-30,2,"Delaware","New Castle",156,2,558753,0.00027919,0.00000358
2020-03-31,3,"Delaware","New Castle",197,2,558753,0.00035257,0.00000358
2020-04-01,4,"Delaware","New Castle",226,5,558753,0.00040447,0.00000895
2020-04-02,5,"Delaware","New Castle",245,7,558753,0.00043848,0.00001253
2020-04-03,6,"Delaware","New Castle",279,7,558753,0.00049933,0.00001253
2020-03-26,0,"Delaware","Sussex",27,1,234225,0.00011527,0.00000427
2020-03-27,1,"Delaware","Sussex",37,1,234225,0.00015797,0.00000427
2020-03-28,2,"Delaware","Sussex",59,1,234225,0.00025189,0.00000427
2020-03-29,3,"Delaware","Sussex",66,1,234225,0.00028178,0.00000427
2020-03-30,4,"Delaware","Sussex",81,1,234225,0.00034582,0.00000427
2020-03-31,5,"Delaware","Sussex",88,2,234225,0.00037571,0.00000854
2020-04-01,6,"Delaware","Sussex",101,3,234225,0.00043121,0.00001281
2020-04-02,7,"Delaware","Sussex",105,3,234225,0.00044829,0.00001281
2020-04-03,8,"Delaware","Sussex",117,3,234225,0.00049952,0.00001281
2020-03-20,0,"District of Columbia","District of Columbia",77,1,705749,0.0001091,0.00000142
2020-03-22,2,"District of Columbia","District of Columbia",102,2,705749,0.00014453,0.00000283
2020-03-23,3,"District of Columbia","District of Columbia",120,2,705749,0.00017003,0.00000283
2020-03-24,4,"District of Columbia","District of Columbia",141,2,705749,0.00019979,0.00000283
2020-03-25,5,"District of Columbia","District of Columbia",187,2,705749,0.00026497,0.00000283
2020-03-26,6,"District of Columbia","District of Columbia",231,3,705749,0.00032731,0.00000425
2020-03-27,7,"District of Columbia","District of Columbia",271,3,705749,0.00038399,0.00000425
2020-03-28,8,"District of Columbia","District of Columbia",304,4,705749,0.00043075,0.00000567
2020-03-29,9,"District of Columbia","District of Columbia",342,5,705749,0.00048459,0.00000708
2020-03-30,10,"District of Columbia","District of Columbia",401,9,705749,0.00056819,0.00001275
2020-03-31,11,"District of Columbia","District of Columbia",495,9,705749,0.00070138,0.00001275
2020-04-01,12,"District of Columbia","District of Columbia",586,9,705749,0.00083032,0.00001275
2020-04-02,13,"District of Columbia","District of Columbia",653,12,705749,0.00092526,0.000017
2020-04-03,14,"District of Columbia","District of Columbia",757,15,705749,0.00107262,0.00002125
2020-03-17,0,"Florida","Broward",48,1,1952778,0.00002458,0.00000051
2020-03-18,1,"Florida","Broward",72,1,1952778,0.00003687,0.00000051
2020-03-19,2,"Florida","Broward",96,1,1952778,0.00004916,0.00000051
2020-03-20,3,"Florida","Broward",128,1,1952778,0.00006555,0.00000051
2020-03-21,4,"Florida","Broward",164,3,1952778,0.00008398,0.00000154
2020-03-22,5,"Florida","Broward",217,3,1952778,0.00011112,0.00000154
2020-03-23,6,"Florida","Broward",263,3,1952778,0.00013468,0.00000154
2020-03-24,7,"Florida","Broward",311,3,1952778,0.00015926,0.00000154
2020-03-25,8,"Florida","Broward",355,3,1952778,0.00018179,0.00000154
2020-03-26,9,"Florida","Broward",504,3,1952778,0.00025809,0.00000154
2020-03-27,10,"Florida","Broward",614,5,1952778,0.00031442,0.00000256
2020-03-28,11,"Florida","Broward",814,10,1952778,0.00041684,0.00000512
2020-03-29,12,"Florida","Broward",838,11,1952778,0.00042913,0.00000563
2020-03-30,13,"Florida","Broward",1152,11,1952778,0.00058993,0.00000563
2020-03-31,14,"Florida","Broward",1219,12,1952778,0.00062424,0.00000615
2020-04-01,15,"Florida","Broward",1232,12,1952778,0.0006309,0.00000615
2020-04-02,16,"Florida","Broward",1481,17,1952778,0.00075841,0.00000871
2020-04-03,17,"Florida","Broward",1598,22,1952778,0.00081832,0.00001127
2020-04-03,0,"Florida","Charlotte",43,1,188910,0.00022762,0.00000529
2020-03-26,0,"Florida","Citrus",11,1,149657,0.0000735,0.00000668
2020-03-27,1,"Florida","Citrus",11,1,149657,0.0000735,0.00000668
2020-03-28,2,"Florida","Citrus",14,1,149657,0.00009355,0.00000668
2020-03-29,3,"Florida","Citrus",15,1,149657,0.00010023,0.00000668
2020-03-30,4,"Florida","Citrus",17,1,149657,0.00011359,0.00000668
2020-03-31,5,"Florida","Citrus",19,2,149657,0.00012696,0.00001336
2020-04-01,6,"Florida","Citrus",19,2,149657,0.00012696,0.00001336
2020-04-02,7,"Florida","Citrus",27,2,149657,0.00018041,0.00001336
2020-04-03,8,"Florida","Citrus",28,2,149657,0.00018709,0.00001336
2020-03-18,0,"Florida","Clay",4,2,219252,0.00001824,0.00000912
2020-03-19,1,"Florida","Clay",4,2,219252,0.00001824,0.00000912
2020-03-20,2,"Florida","Clay",4,2,219252,0.00001824,0.00000912
2020-03-21,3,"Florida","Clay",6,1,219252,0.00002737,0.00000456
2020-03-22,4,"Florida","Clay",7,1,219252,0.00003193,0.00000456
2020-03-23,5,"Florida","Clay",8,2,219252,0.00003649,0.00000912
2020-03-24,6,"Florida","Clay",10,2,219252,0.00004561,0.00000912
2020-03-25,7,"Florida","Clay",13,2,219252,0.00005929,0.00000912
2020-03-26,8,"Florida","Clay",19,4,219252,0.00008666,0.00001824
2020-03-27,9,"Florida","Clay",22,4,219252,0.00010034,0.00001824
2020-03-28,10,"Florida","Clay",24,4,219252,0.00010946,0.00001824
2020-03-29,11,"Florida","Clay",30,4,219252,0.00013683,0.00001824
2020-03-30,12,"Florida","Clay",35,4,219252,0.00015963,0.00001824
2020-03-31,13,"Florida","Clay",41,5,219252,0.000187,0.0000228
2020-04-01,14,"Florida","Clay",46,5,219252,0.0002098,0.0000228
2020-04-02,15,"Florida","Clay",58,6,219252,0.00026454,0.00002737
2020-04-03,16,"Florida","Clay",69,6,219252,0.00031471,0.00002737
2020-03-30,0,"Florida","Collier",119,1,384902,0.00030917,0.0000026
2020-03-31,1,"Florida","Collier",146,1,384902,0.00037932,0.0000026
2020-04-01,2,"Florida","Collier",150,1,384902,0.00038971,0.0000026
2020-04-02,3,"Florida","Collier",178,2,384902,0.00046246,0.0000052
2020-04-03,4,"Florida","Collier",203,2,384902,0.00052741,0.0000052
2020-03-31,0,"Florida","DeSoto",7,1,38001,0.00018421,0.00002632
2020-04-01,1,"Florida","DeSoto",7,1,38001,0.00018421,0.00002632
2020-04-02,2,"Florida","DeSoto",8,1,38001,0.00021052,0.00002632
2020-04-03,3,"Florida","DeSoto",9,1,38001,0.00023684,0.00002632
2020-03-21,0,"Florida","Duval",25,1,957755,0.0000261,0.00000104
2020-03-22,1,"Florida","Duval",39,1,957755,0.00004072,0.00000104
2020-03-23,2,"Florida","Duval",50,1,957755,0.00005221,0.00000104
2020-03-24,3,"Florida","Duval",50,1,957755,0.00005221,0.00000104
2020-03-25,4,"Florida","Duval",56,3,957755,0.00005847,0.00000313
2020-03-26,5,"Florida","Duval",74,3,957755,0.00007726,0.00000313
2020-03-27,6,"Florida","Duval",90,3,957755,0.00009397,0.00000313
2020-03-28,7,"Florida","Duval",115,3,957755,0.00012007,0.00000313
2020-03-29,8,"Florida","Duval",125,3,957755,0.00013051,0.00000313
2020-03-30,9,"Florida","Duval",158,3,957755,0.00016497,0.00000313
2020-03-31,10,"Florida","Duval",207,4,957755,0.00021613,0.00000418
2020-04-01,11,"Florida","Duval",218,4,957755,0.00022762,0.00000418
2020-04-02,12,"Florida","Duval",286,9,957755,0.00029861,0.0000094
2020-04-03,13,"Florida","Duval",323,9,957755,0.00033725,0.0000094
2020-04-02,0,"Florida","Flagler",25,1,115081,0.00021724,0.00000869
2020-04-03,1,"Florida","Flagler",28,1,115081,0.00024331,0.00000869
2020-03-31,0,"Florida","Glades",3,1,13811,0.00021722,0.00007241
2020-04-01,1,"Florida","Glades",3,1,13811,0.00021722,0.00007241
2020-04-02,2,"Florida","Glades",3,1,13811,0.00021722,0.00007241
2020-04-03,3,"Florida","Glades",3,1,13811,0.00021722,0.00007241
2020-03-27,0,"Florida","Highlands",5,1,106221,0.00004707,0.00000941
2020-03-28,1,"Florida","Highlands",10,1,106221,0.00009414,0.00000941
2020-03-29,2,"Florida","Highlands",10,1,106221,0.00009414,0.00000941
2020-03-30,3,"Florida","Highlands",13,1,106221,0.00012239,0.00000941
2020-03-31,4,"Florida","Highlands",17,1,106221,0.00016004,0.00000941
2020-04-01,5,"Florida","Highlands",17,1,106221,0.00016004,0.00000941
2020-04-02,6,"Florida","Highlands",24,1,106221,0.00022594,0.00000941
2020-04-03,7,"Florida","Highlands",26,2,106221,0.00024477,0.00001883
2020-03-26,0,"Florida","Hillsborough",142,1,1471968,0.00009647,0.00000068
2020-03-27,1,"Florida","Hillsborough",167,1,1471968,0.00011345,0.00000068
2020-03-28,2,"Florida","Hillsborough",195,2,1471968,0.00013248,0.00000136
2020-03-29,3,"Florida","Hillsborough",218,2,1471968,0.0001481,0.00000136
2020-03-30,4,"Florida","Hillsborough",253,2,1471968,0.00017188,0.00000136
2020-03-31,5,"Florida","Hillsborough",305,3,1471968,0.00020721,0.00000204
2020-04-01,6,"Florida","Hillsborough",309,3,1471968,0.00020992,0.00000204
2020-04-02,7,"Florida","Hillsborough",404,5,1471968,0.00027446,0.0000034
2020-04-03,8,"Florida","Hillsborough",463,5,1471968,0.00031454,0.0000034
2020-04-02,0,"Florida","Lake",82,2,367118,0.00022336,0.00000545
2020-04-03,1,"Florida","Lake",88,2,367118,0.0002397,0.00000545
2020-03-08,0,"Florida","Lee",2,1,770577,0.0000026,0.0000013
2020-03-09,1,"Florida","Lee",2,1,770577,0.0000026,0.0000013
2020-03-10,2,"Florida","Lee",2,1,770577,0.0000026,0.0000013
2020-03-11,3,"Florida","Lee",2,1,770577,0.0000026,0.0000013
2020-03-12,4,"Florida","Lee",3,1,770577,0.00000389,0.0000013
2020-03-13,5,"Florida","Lee",4,1,770577,0.00000519,0.0000013
2020-03-14,6,"Florida","Lee",4,1,770577,0.00000519,0.0000013
2020-03-15,7,"Florida","Lee",5,2,770577,0.00000649,0.0000026
2020-03-16,8,"Florida","Lee",5,2,770577,0.00000649,0.0000026
2020-03-17,9,"Florida","Lee",5,2,770577,0.00000649,0.0000026
2020-03-18,10,"Florida","Lee",10,1,770577,0.00001298,0.0000013
2020-03-19,11,"Florida","Lee",11,1,770577,0.00001428,0.0000013
2020-03-20,12,"Florida","Lee",14,1,770577,0.00001817,0.0000013
2020-03-21,13,"Florida","Lee",17,2,770577,0.00002206,0.0000026
2020-03-22,14,"Florida","Lee",26,2,770577,0.00003374,0.0000026
2020-03-23,15,"Florida","Lee",30,2,770577,0.00003893,0.0000026
2020-03-24,16,"Florida","Lee",32,2,770577,0.00004153,0.0000026
2020-03-25,17,"Florida","Lee",42,3,770577,0.0000545,0.00000389
2020-03-26,18,"Florida","Lee",56,3,770577,0.00007267,0.00000389
2020-03-27,19,"Florida","Lee",76,4,770577,0.00009863,0.00000519
2020-03-28,20,"Florida","Lee",101,5,770577,0.00013107,0.00000649
2020-03-29,21,"Florida","Lee",124,6,770577,0.00016092,0.00000779
2020-03-30,22,"Florida","Lee",164,6,770577,0.00021283,0.00000779
2020-03-31,23,"Florida","Lee",206,8,770577,0.00026733,0.00001038
2020-04-01,24,"Florida","Lee",212,8,770577,0.00027512,0.00001038
2020-04-02,25,"Florida","Lee",275,10,770577,0.00035688,0.00001298
2020-04-03,26,"Florida","Lee",304,11,770577,0.00039451,0.00001428
2020-03-19,0,"Florida","Leon",4,1,293582,0.00001362,0.00000341
2020-03-20,1,"Florida","Leon",4,1,293582,0.00001362,0.00000341
2020-03-21,2,"Florida","Leon",4,1,293582,0.00001362,0.00000341
2020-03-22,3,"Florida","Leon",5,1,293582,0.00001703,0.00000341
2020-03-23,4,"Florida","Leon",6,1,293582,0.00002044,0.00000341
2020-03-24,5,"Florida","Leon",8,1,293582,0.00002725,0.00000341
2020-03-25,6,"Florida","Leon",8,1,293582,0.00002725,0.00000341
2020-03-26,7,"Florida","Leon",9,1,293582,0.00003066,0.00000341
2020-03-18,0,"Florida","Manatee",8,1,403253,0.00001984,0.00000248
2020-03-19,1,"Florida","Manatee",9,1,403253,0.00002232,0.00000248
2020-03-20,2,"Florida","Manatee",10,1,403253,0.0000248,0.00000248
2020-03-21,3,"Florida","Manatee",13,1,403253,0.00003224,0.00000248
2020-03-22,4,"Florida","Manatee",13,1,403253,0.00003224,0.00000248
2020-03-23,5,"Florida","Manatee",15,1,403253,0.0000372,0.00000248
2020-03-24,6,"Florida","Manatee",16,1,403253,0.00003968,0.00000248
2020-03-25,7,"Florida","Manatee",22,1,403253,0.00005456,0.00000248
2020-03-26,8,"Florida","Manatee",26,1,403253,0.00006448,0.00000248
2020-03-27,9,"Florida","Manatee",28,1,403253,0.00006944,0.00000248
2020-03-28,10,"Florida","Manatee",30,1,403253,0.00007439,0.00000248
2020-03-29,11,"Florida","Manatee",33,1,403253,0.00008183,0.00000248
2020-03-30,12,"Florida","Manatee",39,1,403253,0.00009671,0.00000248
2020-03-31,13,"Florida","Manatee",53,2,403253,0.00013143,0.00000496
2020-04-01,14,"Florida","Manatee",58,2,403253,0.00014383,0.00000496
2020-04-02,15,"Florida","Manatee",89,3,403253,0.00022071,0.00000744
2020-04-03,16,"Florida","Manatee",104,3,403253,0.0002579,0.00000744
2020-03-27,0,"Florida","Miami-Dade",763,1,2716940,0.00028083,0.00000037
2020-03-28,1,"Florida","Miami-Dade",1003,2,2716940,0.00036917,0.00000074
2020-03-29,2,"Florida","Miami-Dade",1192,3,2716940,0.00043873,0.0000011
2020-03-30,3,"Florida","Miami-Dade",1632,3,2716940,0.00060068,0.0000011
2020-03-31,4,"Florida","Miami-Dade",2123,7,2716940,0.00078139,0.00000258
2020-04-01,5,"Florida","Miami-Dade",2202,7,2716940,0.00081047,0.00000258
2020-04-02,6,"Florida","Miami-Dade",2886,20,2716940,0.00106222,0.00000736
2020-04-03,7,"Florida","Miami-Dade",3364,25,2716940,0.00123816,0.0000092
2020-04-03,0,"Florida","Monroe",40,1,74228,0.00053888,0.00001347
2020-03-31,0,"Florida","Okaloosa",39,1,210738,0.00018506,0.00000475
2020-04-01,1,"Florida","Okaloosa",39,1,210738,0.00018506,0.00000475
2020-04-02,2,"Florida","Okaloosa",51,1,210738,0.00024201,0.00000475
2020-04-03,3,"Florida","Okaloosa",54,1,210738,0.00025624,0.00000475
2020-03-17,0,"Florida","Orange",6,1,1393452,0.00000431,0.00000072
2020-03-18,1,"Florida","Orange",9,1,1393452,0.00000646,0.00000072
2020-03-19,2,"Florida","Orange",19,2,1393452,0.00001364,0.00000144
2020-03-20,3,"Florida","Orange",23,2,1393452,0.00001651,0.00000144
2020-03-21,4,"Florida","Orange",29,2,1393452,0.00002081,0.00000144
2020-03-22,5,"Florida","Orange",33,2,1393452,0.00002368,0.00000144
2020-03-23,6,"Florida","Orange",48,2,1393452,0.00003445,0.00000144
2020-03-24,7,"Florida","Orange",50,2,1393452,0.00003588,0.00000144
2020-03-25,8,"Florida","Orange",77,2,1393452,0.00005526,0.00000144
2020-03-26,9,"Florida","Orange",110,4,1393452,0.00007894,0.00000287
2020-03-27,10,"Florida","Orange",156,4,1393452,0.00011195,0.00000287
2020-03-28,11,"Florida","Orange",206,4,1393452,0.00014783,0.00000287
2020-03-29,12,"Florida","Orange",246,4,1393452,0.00017654,0.00000287
2020-03-30,13,"Florida","Orange",293,4,1393452,0.00021027,0.00000287
2020-03-31,14,"Florida","Orange",373,4,1393452,0.00026768,0.00000287
2020-04-01,15,"Florida","Orange",392,4,1393452,0.00028132,0.00000287
2020-04-02,16,"Florida","Orange",541,5,1393452,0.00038824,0.00000359
2020-04-03,17,"Florida","Orange",602,6,1393452,0.00043202,0.00000431
2020-03-31,0,"Florida","Osceola",110,1,375751,0.00029275,0.00000266
2020-04-01,1,"Florida","Osceola",115,1,375751,0.00030605,0.00000266
2020-04-02,2,"Florida","Osceola",170,4,375751,0.00045243,0.00001065
2020-04-03,3,"Florida","Osceola",201,4,375751,0.00053493,0.00001065
2020-03-23,0,"Florida","Palm Beach",89,3,1496770,0.00005946,0.000002
2020-03-24,1,"Florida","Palm Beach",101,3,1496770,0.00006748,0.000002
2020-03-25,2,"Florida","Palm Beach",118,3,1496770,0.00007884,0.000002
2020-03-26,3,"Florida","Palm Beach",169,3,1496770,0.00011291,0.000002
2020-03-27,4,"Florida","Palm Beach",194,3,1496770,0.00012961,0.000002
2020-03-28,5,"Florida","Palm Beach",292,5,1496770,0.00019509,0.00000334
2020-03-29,6,"Florida","Palm Beach",333,5,1496770,0.00022248,0.00000334
2020-03-30,7,"Florida","Palm Beach",423,7,1496770,0.00028261,0.00000468
2020-03-31,8,"Florida","Palm Beach",551,14,1496770,0.00036813,0.00000935
2020-04-01,9,"Florida","Palm Beach",567,14,1496770,0.00037882,0.00000935
2020-04-02,10,"Florida","Palm Beach",737,27,1496770,0.00049239,0.00001804
2020-04-03,11,"Florida","Palm Beach",858,29,1496770,0.00057323,0.00001938
2020-03-21,0,"Florida","Pasco",8,1,553947,0.00001444,0.00000181
2020-03-22,1,"Florida","Pasco",11,1,553947,0.00001986,0.00000181
2020-03-23,2,"Florida","Pasco",14,1,553947,0.00002527,0.00000181
2020-03-24,3,"Florida","Pasco",15,1,553947,0.00002708,0.00000181
2020-03-26,5,"Florida","Pasco",19,1,553947,0.0000343,0.00000181
2020-03-27,6,"Florida","Pasco",23,1,553947,0.00004152,0.00000181
2020-03-28,7,"Florida","Pasco",28,1,553947,0.00005055,0.00000181
2020-03-29,8,"Florida","Pasco",34,2,553947,0.00006138,0.00000361
2020-03-30,9,"Florida","Pasco",38,2,553947,0.0000686,0.00000361
2020-03-31,10,"Florida","Pasco",40,2,553947,0.00007221,0.00000361
2020-04-01,11,"Florida","Pasco",43,2,553947,0.00007762,0.00000361
2020-04-02,12,"Florida","Pasco",66,2,553947,0.00011914,0.00000361
2020-04-03,13,"Florida","Pasco",77,2,553947,0.000139,0.00000361
2020-03-25,0,"Florida","Pinellas",50,1,974996,0.00005128,0.00000103
2020-03-26,1,"Florida","Pinellas",64,1,974996,0.00006564,0.00000103
2020-03-27,2,"Florida","Pinellas",77,1,974996,0.00007897,0.00000103
2020-03-28,3,"Florida","Pinellas",94,1,974996,0.00009641,0.00000103
2020-03-29,4,"Florida","Pinellas",113,4,974996,0.0001159,0.0000041
2020-03-30,5,"Florida","Pinellas",126,5,974996,0.00012923,0.00000513
2020-03-31,6,"Florida","Pinellas",167,5,974996,0.00017128,0.00000513
2020-04-01,7,"Florida","Pinellas",170,5,974996,0.00017436,0.00000513
2020-04-02,8,"Florida","Pinellas",273,6,974996,0.00028,0.00000615
2020-04-03,9,"Florida","Pinellas",318,7,974996,0.00032616,0.00000718
2020-03-31,0,"Florida","Polk",73,1,724777,0.00010072,0.00000138
2020-04-01,1,"Florida","Polk",76,1,724777,0.00010486,0.00000138
2020-04-02,2,"Florida","Polk",103,2,724777,0.00014211,0.00000276
2020-04-03,3,"Florida","Polk",126,2,724777,0.00017385,0.00000276
2020-04-03,0,"Florida","Putnam",15,1,74521,0.00020129,0.00001342
2020-03-08,0,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-09,1,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-10,2,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-11,3,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-12,4,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-13,5,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-14,6,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-15,7,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-16,8,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-17,9,"Florida","Santa Rosa",1,1,184313,0.00000543,0.00000543
2020-03-19,11,"Florida","Santa Rosa",2,1,184313,0.00001085,0.00000543
2020-03-20,12,"Florida","Santa Rosa",3,1,184313,0.00001628,0.00000543
2020-03-21,13,"Florida","Santa Rosa",3,1,184313,0.00001628,0.00000543
2020-03-22,14,"Florida","Santa Rosa",4,1,184313,0.0000217,0.00000543
2020-03-23,15,"Florida","Santa Rosa",4,1,184313,0.0000217,0.00000543
2020-03-24,16,"Florida","Santa Rosa",4,1,184313,0.0000217,0.00000543
2020-03-25,17,"Florida","Santa Rosa",7,1,184313,0.00003798,0.00000543
2020-03-26,18,"Florida","Santa Rosa",9,1,184313,0.00004883,0.00000543
2020-03-27,19,"Florida","Santa Rosa",11,1,184313,0.00005968,0.00000543
2020-03-28,20,"Florida","Santa Rosa",14,1,184313,0.00007596,0.00000543
2020-03-29,21,"Florida","Santa Rosa",20,1,184313,0.00010851,0.00000543
2020-03-30,22,"Florida","Santa Rosa",30,1,184313,0.00016277,0.00000543
2020-03-31,23,"Florida","Santa Rosa",44,2,184313,0.00023872,0.00001085
